id,sede_id,numero_sala,n_butacas
SL0070148,S00009147,2,20
SL0070149,S00009147,3,20
SL0070150,S00009147,4,35
SL0070151,S00009147,5,35
SL0070152,S00009147,6,35
SL0070153,S00009147,7,20
SL0070154,S00009147,8,50
SL0070155,S00009148,1,50
SL0070156,S00009148,2,20
SL0070157,S00009148,3,30
SL0070158,S00009148,4,45
SL0070159,S00009148,5,20
SL0070160,S00009148,6,20
SL0070161,S00009148,7,45
SL0070162,S00009148,8,50
SL0070163,S00009148,9,50
SL0070164,S00009148,10,20
SL0070165,S00009149,1,50
SL0070166,S00009149,2,50
SL0070167,S00009149,3,30
SL0070168,S00009149,4,50
SL0070169,S00009149,5,30
SL0070170,S00009149,6,35
SL0070171,S00009149,7,50
SL0070172,S00009149,8,30
SL0070173,S00009150,1,30
SL0070174,S00009150,2,20
SL0070175,S00009150,3,30
SL0070176,S00009150,4,50
SL0070177,S00009150,5,45
SL0070178,S00009151,1,20
SL0070179,S00009151,2,50
SL0070180,S00009151,3,35
SL0070181,S00009151,4,20
SL0070182,S00009151,5,35
SL0070183,S00009151,6,45
SL0070184,S00009151,7,20
SL0070185,S00009151,8,20
SL0070186,S00009151,9,35
SL0070187,S00009151,10,50
SL0070188,S00009152,1,20
SL0070189,S00009152,2,20
SL0070190,S00009152,3,20
SL0070191,S00009152,4,50
SL0070192,S00009152,5,30
SL0070193,S00009152,6,35
SL0070194,S00009152,7,35
SL0070195,S00009152,8,35
SL0070196,S00009152,9,35
SL0070197,S00009152,10,45
SL0070198,S00009153,1,50
SL0070199,S00009153,2,35
SL0070200,S00009153,3,35
SL0070201,S00009153,4,20
SL0070202,S00009153,5,20
SL0070203,S00009153,6,30
SL0070204,S00009153,7,20
SL0070205,S00009153,8,45
SL0070206,S00009153,9,35
SL0070207,S00009153,10,50
SL0070208,S00009154,1,30
SL0070209,S00009154,2,50
SL0070210,S00009154,3,45
SL0070211,S00009154,4,30
SL0070212,S00009154,5,30
SL0070213,S00009154,6,30
SL0070214,S00009154,7,30
SL0070215,S00009154,8,20
SL0070216,S00009154,9,20
SL0070217,S00009154,10,35
SL0070218,S00009155,1,35
SL0070219,S00009155,2,35
SL0070220,S00009155,3,20
SL0070221,S00009155,4,35
SL0070222,S00009155,5,20
SL0070223,S00009155,6,50
SL0070224,S00009155,7,50
SL0070225,S00009155,8,20
SL0070226,S00009155,9,30
SL0070227,S00009155,10,30
SL0070228,S00009156,1,35
SL0070229,S00009156,2,30
SL0070230,S00009156,3,45
SL0070231,S00009156,4,30
SL0070232,S00009156,5,20
SL0070233,S00009156,6,35
SL0070234,S00009156,7,20
SL0070235,S00009156,8,35
SL0070236,S00009157,1,30
SL0070237,S00009157,2,30
SL0070238,S00009157,3,20
SL0070239,S00009157,4,50
SL0070240,S00009157,5,50
SL0070241,S00009157,6,20
SL0070242,S00009157,7,50
SL0070243,S00009157,8,20
SL0070244,S00009158,1,45
SL0070245,S00009158,2,20
SL0070246,S00009158,3,20
SL0070247,S00009158,4,45
SL0070248,S00009158,5,20
SL0070249,S00009158,6,50
SL0070250,S00009158,7,45
SL0070251,S00009158,8,45
SL0070252,S00009159,1,20
SL0070253,S00009159,2,45
SL0070254,S00009159,3,45
SL0070255,S00009159,4,45
SL0070256,S00009159,5,50
SL0070257,S00009159,6,50
SL0070258,S00009159,7,30
SL0070259,S00009159,8,20
SL0070260,S00009159,9,35
SL0070261,S00009159,10,30
SL0070262,S00009160,1,30
SL0070263,S00009160,2,50
SL0070264,S00009160,3,20
SL0070265,S00009160,4,50
SL0070266,S00009160,5,50
SL0070267,S00009160,6,20
SL0070268,S00009160,7,50
SL0070269,S00009160,8,30
SL0070270,S00009161,1,45
SL0070271,S00009161,2,45
SL0070272,S00009161,3,50
SL0070273,S00009161,4,20
SL0070274,S00009161,5,20
SL0070275,S00009162,1,45
SL0070276,S00009162,2,35
SL0070277,S00009162,3,50
SL0070278,S00009162,4,35
SL0070279,S00009162,5,30
SL0070280,S00009162,6,30
SL0070281,S00009162,7,45
SL0070282,S00009162,8,20
SL0070283,S00009163,1,20
SL0070284,S00009163,2,20
SL0070285,S00009163,3,50
SL0070286,S00009163,4,20
SL0070287,S00009163,5,30
SL0070288,S00009163,6,20
SL0070289,S00009163,7,20
SL0070290,S00009163,8,35
SL0070291,S00009163,9,45
SL0070292,S00009163,10,35
SL0070293,S00009164,1,30
SL0070294,S00009164,2,30
SL0070295,S00009164,3,35
SL0070296,S00009164,4,30
SL0070297,S00009164,5,30
SL0070298,S00009164,6,20
SL0070299,S00009164,7,35
SL0070300,S00009164,8,50
SL0070301,S00009165,1,50
SL0070302,S00009165,2,30
SL0070303,S00009165,3,50
SL0070304,S00009165,4,50
SL0070305,S00009165,5,20
SL0070306,S00009165,6,20
SL0070307,S00009165,7,20
SL0070308,S00009165,8,50
SL0070309,S00009166,1,30
SL0070310,S00009166,2,45
SL0070311,S00009166,3,20
SL0070312,S00009166,4,20
SL0070313,S00009166,5,20
SL0070314,S00009166,6,20
SL0070315,S00009166,7,30
SL0070316,S00009166,8,30
SL0070317,S00009167,1,35
SL0070318,S00009167,2,20
SL0070319,S00009167,3,45
SL0070320,S00009167,4,30
SL0070321,S00009167,5,45
SL0070322,S00009168,1,20
SL0070323,S00009168,2,20
SL0070324,S00009168,3,20
SL0070325,S00009168,4,20
SL0070326,S00009168,5,35
SL0070327,S00009169,1,45
SL0070328,S00009169,2,50
SL0070329,S00009169,3,35
SL0070330,S00009169,4,50
SL0070331,S00009169,5,30
SL0070332,S00009169,6,35
SL0070333,S00009169,7,50
SL0070334,S00009169,8,20
SL0070335,S00009170,1,35
SL0070336,S00009170,2,20
SL0070337,S00009170,3,20
SL0070338,S00009170,4,20
SL0070339,S00009170,5,50
SL0070340,S00009170,6,35
SL0070341,S00009170,7,30
SL0070342,S00009170,8,35
SL0070343,S00009170,9,35
SL0070344,S00009170,10,45
SL0070345,S00009171,1,20
SL0070346,S00009171,2,30
SL0070347,S00009171,3,20
SL0070348,S00009171,4,20
SL0070349,S00009171,5,20
SL0070350,S00009171,6,30
SL0070351,S00009171,7,30
SL0070352,S00009171,8,50
SL0070353,S00009171,9,35
SL0070354,S00009171,10,30
SL0070355,S00009172,1,35
SL0070356,S00009172,2,45
SL0070357,S00009172,3,30
SL0070358,S00009172,4,20
SL0070359,S00009172,5,50
SL0070360,S00009172,6,35
SL0070361,S00009172,7,35
SL0070362,S00009172,8,20
SL0070363,S00009172,9,20
SL0070364,S00009172,10,30
SL0070365,S00009173,1,20
SL0070366,S00009173,2,20
SL0070367,S00009173,3,50
SL0070368,S00009173,4,50
SL0070369,S00009173,5,45
SL0070370,S00009173,6,45
SL0070371,S00009173,7,50
SL0070372,S00009173,8,45
SL0070373,S00009174,1,35
SL0070374,S00009174,2,45
SL0070375,S00009174,3,20
SL0070376,S00009174,4,35
SL0070377,S00009174,5,45
SL0070378,S00009174,6,45
SL0070379,S00009174,7,35
SL0070380,S00009174,8,35
SL0070381,S00009174,9,50
SL0070382,S00009174,10,30
SL0070383,S00009175,1,50
SL0070384,S00009175,2,50
SL0070385,S00009175,3,35
SL0070386,S00009175,4,45
SL0070387,S00009175,5,30
SL0070388,S00009176,1,35
SL0070389,S00009176,2,50
SL0070390,S00009176,3,45
SL0070391,S00009176,4,35
SL0070392,S00009176,5,35
SL0070393,S00009177,1,35
SL0070394,S00009177,2,50
SL0070395,S00009177,3,45
SL0070396,S00009177,4,20
SL0070397,S00009177,5,50
SL0070398,S00009177,6,35
SL0070399,S00009177,7,20
SL0070400,S00009177,8,35
SL0070401,S00009177,9,45
SL0070402,S00009177,10,45
SL0070403,S00009178,1,30
SL0070404,S00009178,2,20
SL0070405,S00009178,3,35
SL0070406,S00009178,4,45
SL0070407,S00009178,5,35
SL0070408,S00009178,6,45
SL0070409,S00009178,7,20
SL0070410,S00009178,8,35
SL0070411,S00009178,9,50
SL0070412,S00009178,10,20
SL0070413,S00009179,1,30
SL0070414,S00009179,2,20
SL0070415,S00009179,3,50
SL0070416,S00009179,4,30
SL0070417,S00009179,5,45
SL0070418,S00009179,6,45
SL0070419,S00009179,7,45
SL0070420,S00009179,8,50
SL0070421,S00009179,9,45
SL0070422,S00009179,10,30
SL0070423,S00009180,1,45
SL0070424,S00009180,2,45
SL0070425,S00009180,3,50
SL0070426,S00009180,4,45
SL0070427,S00009180,5,30
SL0070428,S00009181,1,20
SL0070429,S00009181,2,30
SL0070430,S00009181,3,35
SL0070431,S00009181,4,50
SL0070432,S00009181,5,30
SL0070433,S00009182,1,50
SL0070434,S00009182,2,30
SL0070435,S00009182,3,45
SL0070436,S00009182,4,50
SL0070437,S00009182,5,30
SL0070438,S00009183,1,20
SL0070439,S00009183,2,50
SL0070440,S00009183,3,20
SL0070441,S00009183,4,45
SL0070442,S00009183,5,20
SL0070443,S00009183,6,30
SL0070444,S00009183,7,45
SL0070445,S00009183,8,50
SL0070446,S00009183,9,50
SL0070447,S00009183,10,50
SL0070448,S00009184,1,45
SL0070449,S00009184,2,30
SL0070450,S00009184,3,45
SL0070451,S00009184,4,20
SL0070452,S00009184,5,50
SL0070453,S00009184,6,50
SL0070454,S00009184,7,35
SL0070455,S00009184,8,35
SL0070456,S00009185,1,30
SL0070457,S00009185,2,45
SL0070458,S00009185,3,35
SL0070459,S00009185,4,20
SL0070460,S00009185,5,50
SL0070461,S00009185,6,50
SL0070462,S00009185,7,45
SL0070463,S00009185,8,45
SL0070464,S00009185,9,35
SL0070465,S00009185,10,30
SL0070466,S00009186,1,20
SL0070467,S00009186,2,30
SL0070468,S00009186,3,20
SL0070469,S00009186,4,45
SL0070470,S00009186,5,50
SL0070471,S00009186,6,50
SL0070472,S00009186,7,45
SL0070473,S00009186,8,45
SL0070474,S00009186,9,30
SL0070475,S00009186,10,20
SL0070476,S00009187,1,50
SL0070477,S00009187,2,50
SL0070478,S00009187,3,30
SL0070479,S00009187,4,45
SL0070480,S00009187,5,50
SL0070481,S00009187,6,50
SL0070482,S00009187,7,50
SL0070483,S00009187,8,35
SL0070484,S00009188,1,50
SL0070485,S00009188,2,45
SL0070486,S00009188,3,30
SL0070487,S00009188,4,45
SL0070488,S00009188,5,30
SL0070489,S00009189,1,30
SL0070490,S00009189,2,20
SL0070491,S00009189,3,35
SL0070492,S00009189,4,45
SL0070493,S00009189,5,35
SL0070494,S00009190,1,30
SL0070495,S00009190,2,20
SL0070496,S00009190,3,30
SL0070497,S00009190,4,35
SL0070498,S00009190,5,20
SL0070499,S00009190,6,45
SL0070500,S00009190,7,50
SL0070501,S00009190,8,20
SL0070502,S00009190,9,20
SL0070503,S00009190,10,30
SL0070504,S00009191,1,45
SL0070505,S00009191,2,20
SL0070506,S00009191,3,35
SL0070507,S00009191,4,20
SL0070508,S00009191,5,35
SL0070509,S00009191,6,50
SL0070510,S00009191,7,20
SL0070511,S00009191,8,20
SL0070512,S00009192,1,30
SL0070513,S00009192,2,20
SL0070514,S00009192,3,50
SL0070515,S00009192,4,50
SL0070516,S00009192,5,45
SL0070517,S00009192,6,35
SL0070518,S00009192,7,50
SL0070519,S00009192,8,35
SL0070520,S00009192,9,30
SL0070521,S00009192,10,45
SL0070522,S00009193,1,50
SL0070523,S00009193,2,50
SL0070524,S00009193,3,30
SL0070525,S00009193,4,20
SL0070526,S00009193,5,45
SL0070527,S00009193,6,30
SL0070528,S00009193,7,35
SL0070529,S00009193,8,45
SL0070530,S00009193,9,20
SL0070531,S00009193,10,45
SL0070532,S00009194,1,45
SL0070533,S00009194,2,35
SL0070534,S00009194,3,35
SL0070535,S00009194,4,35
SL0070536,S00009194,5,30
SL0070537,S00009194,6,20
SL0070538,S00009194,7,20
SL0070539,S00009194,8,45
SL0070540,S00009195,1,35
SL0070541,S00009195,2,20
SL0070542,S00009195,3,20
SL0070543,S00009195,4,45
SL0070544,S00009195,5,45
SL0070545,S00009195,6,35
SL0070546,S00009195,7,35
SL0070547,S00009195,8,30
SL0070548,S00009196,1,45
SL0070549,S00009196,2,20
SL0070550,S00009196,3,20
SL0070551,S00009196,4,50
SL0070552,S00009196,5,20
SL0070553,S00009197,1,35
SL0070554,S00009197,2,50
SL0070555,S00009197,3,45
SL0070556,S00009197,4,45
SL0070557,S00009197,5,35
SL0070558,S00009197,6,45
SL0070559,S00009197,7,20
SL0070560,S00009197,8,35
SL0070561,S00009197,9,30
SL0070562,S00009197,10,50
SL0070563,S00009198,1,45
SL0070564,S00009198,2,45
SL0070565,S00009198,3,30
SL0070566,S00009198,4,35
SL0070567,S00009198,5,30
SL0070568,S00009198,6,50
SL0070569,S00009198,7,45
SL0070570,S00009198,8,35
SL0070571,S00009199,1,45
SL0070572,S00009199,2,30
SL0070573,S00009199,3,35
SL0070574,S00009199,4,35
SL0070575,S00009199,5,35
SL0070576,S00009199,6,35
SL0070577,S00009199,7,30
SL0070578,S00009199,8,30
SL0070579,S00009199,9,35
SL0070580,S00009199,10,35
SL0070581,S00009200,1,35
SL0070582,S00009200,2,30
SL0070583,S00009200,3,45
SL0070584,S00009200,4,50
SL0070585,S00009200,5,50
SL0070586,S00009200,6,20
SL0070587,S00009200,7,50
SL0070588,S00009200,8,35
SL0070589,S00009200,9,35
SL0070590,S00009200,10,35
SL0070591,S00009201,1,30
SL0070592,S00009201,2,20
SL0070593,S00009201,3,35
SL0070594,S00009201,4,35
SL0070595,S00009201,5,45
SL0070596,S00009201,6,50
SL0070597,S00009201,7,20
SL0070598,S00009201,8,20
SL0070599,S00009201,9,50
SL0070600,S00009201,10,20
SL0070601,S00009202,1,35
SL0070602,S00009202,2,45
SL0070603,S00009202,3,35
SL0070604,S00009202,4,50
SL0070605,S00009202,5,30
SL0070606,S00009203,1,50
SL0070607,S00009203,2,50
SL0070608,S00009203,3,35
SL0070609,S00009203,4,20
SL0070610,S00009203,5,45
SL0070611,S00009204,1,30
SL0070612,S00009204,2,20
SL0070613,S00009204,3,35
SL0070614,S00009204,4,20
SL0070615,S00009204,5,35
SL0070616,S00009204,6,30
SL0070617,S00009204,7,50
SL0070618,S00009204,8,45
SL0070619,S00009205,1,45
SL0070620,S00009205,2,45
SL0070621,S00009205,3,30
SL0070622,S00009205,4,35
SL0070623,S00009205,5,20
SL0070624,S00009205,6,45
SL0070625,S00009205,7,30
SL0070626,S00009205,8,20
SL0070627,S00009205,9,20
SL0070628,S00009205,10,20
SL0070629,S00009206,1,35
SL0070630,S00009206,2,45
SL0070631,S00009206,3,20
SL0070632,S00009206,4,50
SL0070633,S00009206,5,20
SL0070634,S00009207,1,50
SL0070635,S00009207,2,45
SL0070636,S00009207,3,45
SL0070637,S00009207,4,35
SL0070638,S00009207,5,30
SL0070639,S00009207,6,30
SL0070640,S00009207,7,50
SL0070641,S00009207,8,35
SL0070642,S00009208,1,20
SL0070643,S00009208,2,50
SL0070644,S00009208,3,35
SL0070645,S00009208,4,45
SL0070646,S00009208,5,35
SL0070647,S00009209,1,35
SL0070648,S00009209,2,45
SL0070649,S00009209,3,30
SL0070650,S00009209,4,20
SL0070651,S00009209,5,50
SL0070652,S00009210,1,20
SL0070653,S00009210,2,30
SL0070654,S00009210,3,45
SL0070655,S00009210,4,20
SL0070656,S00009210,5,45
SL0070657,S00009210,6,35
SL0070658,S00009210,7,45
SL0070659,S00009210,8,45
SL0070660,S00009210,9,45
SL0070661,S00009210,10,20
SL0070662,S00009211,1,35
SL0070663,S00009211,2,30
SL0070664,S00009211,3,45
SL0070665,S00009211,4,35
SL0070666,S00009211,5,20
SL0070667,S00009211,6,50
SL0070668,S00009211,7,35
SL0070669,S00009211,8,30
SL0070670,S00009212,1,45
SL0070671,S00009212,2,20
SL0070672,S00009212,3,35
SL0070673,S00009212,4,45
SL0070674,S00009212,5,50
SL0070675,S00009212,6,35
SL0070676,S00009212,7,30
SL0070677,S00009212,8,20
SL0070678,S00009212,9,45
SL0070679,S00009212,10,50
SL0070680,S00009213,1,20
SL0070681,S00009213,2,35
SL0070682,S00009213,3,20
SL0070683,S00009213,4,20
SL0070684,S00009213,5,35
SL0070685,S00009214,1,35
SL0070686,S00009214,2,20
SL0070687,S00009214,3,50
SL0070688,S00009214,4,20
SL0070689,S00009214,5,20
SL0070690,S00009215,1,35
SL0070691,S00009215,2,50
SL0070692,S00009215,3,35
SL0070693,S00009215,4,20
SL0070694,S00009215,5,45
SL0070695,S00009216,1,20
SL0070696,S00009216,2,50
SL0070697,S00009216,3,50
SL0070698,S00009216,4,20
SL0070699,S00009216,5,20
SL0070700,S00009217,1,20
SL0070701,S00009217,2,30
SL0070702,S00009217,3,45
SL0070703,S00009217,4,35
SL0070704,S00009217,5,35
SL0070705,S00009217,6,45
SL0070706,S00009217,7,35
SL0070707,S00009217,8,35
SL0070708,S00009218,1,45
SL0070709,S00009218,2,20
SL0070710,S00009218,3,20
SL0070711,S00009218,4,35
SL0070712,S00009218,5,50
SL0070713,S00009218,6,45
SL0070714,S00009218,7,30
SL0070715,S00009218,8,35
SL0070716,S00009219,1,20
SL0070717,S00009219,2,20
SL0070718,S00009219,3,20
SL0070719,S00009219,4,35
SL0070720,S00009219,5,45
SL0070721,S00009220,1,30
SL0070722,S00009220,2,45
SL0070723,S00009220,3,20
SL0070724,S00009220,4,35
SL0070725,S00009220,5,30
SL0070726,S00009220,6,30
SL0070727,S00009220,7,30
SL0070728,S00009220,8,30
SL0070729,S00009220,9,45
SL0070730,S00009220,10,35
SL0070731,S00009221,1,45
SL0070732,S00009221,2,50
SL0070733,S00009221,3,50
SL0070734,S00009221,4,45
SL0070735,S00009221,5,45
SL0070736,S00009222,1,50
SL0070737,S00009222,2,20
SL0070738,S00009222,3,30
SL0070739,S00009222,4,50
SL0070740,S00009222,5,45
SL0070741,S00009223,1,30
SL0070742,S00009223,2,50
SL0070743,S00009223,3,50
SL0070744,S00009223,4,30
SL0070745,S00009223,5,20
SL0070746,S00009223,6,20
SL0070747,S00009223,7,45
SL0070748,S00009223,8,35
SL0070749,S00009224,1,20
SL0070750,S00009224,2,35
SL0070751,S00009224,3,45
SL0070752,S00009224,4,30
SL0070753,S00009224,5,45
SL0070754,S00009224,6,35
SL0070755,S00009224,7,45
SL0070756,S00009224,8,45
SL0070757,S00009225,1,50
SL0070758,S00009225,2,20
SL0070759,S00009225,3,50
SL0070760,S00009225,4,45
SL0070761,S00009225,5,30
SL0070762,S00009225,6,35
SL0070763,S00009225,7,35
SL0070764,S00009225,8,35
SL0070765,S00009226,1,45
SL0070766,S00009226,2,45
SL0070767,S00009226,3,45
SL0070768,S00009226,4,35
SL0070769,S00009226,5,35
SL0070770,S00009226,6,20
SL0070771,S00009226,7,30
SL0070772,S00009226,8,30
SL0070773,S00009227,1,45
SL0070774,S00009227,2,45
SL0070775,S00009227,3,30
SL0070776,S00009227,4,50
SL0070777,S00009227,5,50
SL0070778,S00009227,6,35
SL0070779,S00009227,7,30
SL0070780,S00009227,8,50
SL0070781,S00009227,9,20
SL0070782,S00009227,10,20
SL0070783,S00009228,1,30
SL0070784,S00009228,2,20
SL0070785,S00009228,3,50
SL0070786,S00009228,4,45
SL0070787,S00009228,5,20
SL0070788,S00009228,6,35
SL0070789,S00009228,7,30
SL0070790,S00009228,8,45
SL0070791,S00009228,9,50
SL0070792,S00009228,10,50
SL0070793,S00009229,1,45
SL0070794,S00009229,2,45
SL0070795,S00009229,3,35
SL0070796,S00009229,4,50
SL0070797,S00009229,5,20
SL0070798,S00009230,1,20
SL0070799,S00009230,2,50
SL0070800,S00009230,3,30
SL0070801,S00009230,4,30
SL0070802,S00009230,5,45
SL0070803,S00009230,6,50
SL0070804,S00009230,7,30
SL0070805,S00009230,8,30
SL0070806,S00009230,9,45
SL0070807,S00009230,10,45
SL0070808,S00009231,1,35
SL0070809,S00009231,2,30
SL0070810,S00009231,3,45
SL0070811,S00009231,4,20
SL0070812,S00009231,5,50
SL0070813,S00009231,6,50
SL0070814,S00009231,7,35
SL0070815,S00009231,8,45
SL0070816,S00009231,9,30
SL0070817,S00009231,10,20
SL0070818,S00009232,1,35
SL0070819,S00009232,2,20
SL0070820,S00009232,3,35
SL0070821,S00009232,4,20
SL0070822,S00009232,5,20
SL0070823,S00009232,6,50
SL0070824,S00009232,7,30
SL0070825,S00009232,8,35
SL0070826,S00009232,9,50
SL0070827,S00009232,10,20
SL0070828,S00009233,1,30
SL0070829,S00009233,2,35
SL0070830,S00009233,3,30
SL0070831,S00009233,4,20
SL0070832,S00009233,5,20
SL0070833,S00009233,6,45
SL0070834,S00009233,7,45
SL0070835,S00009233,8,45
SL0070836,S00009234,1,50
SL0070837,S00009234,2,50
SL0070838,S00009234,3,20
SL0070839,S00009234,4,45
SL0070840,S00009234,5,45
SL0070841,S00009234,6,50
SL0070842,S00009234,7,20
SL0070843,S00009234,8,45
SL0070844,S00009235,1,45
SL0070845,S00009235,2,20
SL0070846,S00009235,3,45
SL0070847,S00009235,4,45
SL0070848,S00009235,5,50
SL0070849,S00009235,6,30
SL0070850,S00009235,7,20
SL0070851,S00009235,8,35
SL0070852,S00009235,9,45
SL0070853,S00009235,10,45
SL0070854,S00009236,1,50
SL0070855,S00009236,2,50
SL0070856,S00009236,3,50
SL0070857,S00009236,4,35
SL0070858,S00009236,5,20
SL0070859,S00009236,6,20
SL0070860,S00009236,7,45
SL0070861,S00009236,8,35
SL0070862,S00009236,9,35
SL0070863,S00009236,10,30
SL0070864,S00009237,1,35
SL0070865,S00009237,2,45
SL0070866,S00009237,3,35
SL0070867,S00009237,4,50
SL0070868,S00009237,5,50
SL0070869,S00009238,1,50
SL0070870,S00009238,2,20
SL0070871,S00009238,3,35
SL0070872,S00009238,4,20
SL0070873,S00009238,5,20
SL0070874,S00009239,1,35
SL0070875,S00009239,2,35
SL0070876,S00009239,3,35
SL0070877,S00009239,4,50
SL0070878,S00009239,5,45
SL0070879,S00009240,1,45
SL0070880,S00009240,2,30
SL0070881,S00009240,3,45
SL0070882,S00009240,4,50
SL0070883,S00009240,5,50
SL0070884,S00009240,6,45
SL0070885,S00009240,7,20
SL0070886,S00009240,8,20
SL0070887,S00009240,9,35
SL0070888,S00009240,10,20
SL0070889,S00009241,1,30
SL0070890,S00009241,2,20
SL0070891,S00009241,3,50
SL0070892,S00009241,4,50
SL0070893,S00009241,5,50
SL0070894,S00009241,6,45
SL0070895,S00009241,7,30
SL0070896,S00009241,8,50
SL0070897,S00009242,1,50
SL0070898,S00009242,2,35
SL0070899,S00009242,3,30
SL0070900,S00009242,4,20
SL0070901,S00009242,5,45
SL0070902,S00009243,1,35
SL0070903,S00009243,2,45
SL0070904,S00009243,3,50
SL0070905,S00009243,4,45
SL0070906,S00009243,5,20
SL0070907,S00009244,1,50
SL0070908,S00009244,2,35
SL0070909,S00009244,3,30
SL0070910,S00009244,4,20
SL0070911,S00009244,5,30
SL0070912,S00009245,1,35
SL0070913,S00009245,2,35
SL0070914,S00009245,3,30
SL0070915,S00009245,4,30
SL0070916,S00009245,5,35
SL0070917,S00009245,6,30
SL0070918,S00009245,7,45
SL0070919,S00009245,8,45
SL0070920,S00009245,9,30
SL0070921,S00009245,10,30
SL0070922,S00009246,1,45
SL0070923,S00009246,2,45
SL0070924,S00009246,3,50
SL0070925,S00009246,4,35
SL0070926,S00009246,5,45
SL0070927,S00009247,1,35
SL0070928,S00009247,2,30
SL0070929,S00009247,3,35
SL0070930,S00009247,4,30
SL0070931,S00009247,5,30
SL0070932,S00009247,6,30
SL0070933,S00009247,7,20
SL0070934,S00009247,8,35
SL0070935,S00009248,1,35
SL0070936,S00009248,2,35
SL0070937,S00009248,3,20
SL0070938,S00009248,4,20
SL0070939,S00009248,5,20
SL0070940,S00009248,6,50
SL0070941,S00009248,7,35
SL0070942,S00009248,8,30
SL0070943,S00009249,1,35
SL0070944,S00009249,2,20
SL0070945,S00009249,3,50
SL0070946,S00009249,4,45
SL0070947,S00009249,5,45
SL0070948,S00009249,6,35
SL0070949,S00009249,7,35
SL0070950,S00009249,8,45
SL0070951,S00009249,9,35
SL0070952,S00009249,10,20
SL0070953,S00009250,1,45
SL0070954,S00009250,2,30
SL0070955,S00009250,3,35
SL0070956,S00009250,4,20
SL0070957,S00009250,5,30
SL0070958,S00009250,6,30
SL0070959,S00009250,7,35
SL0070960,S00009250,8,20
SL0070961,S00009250,9,45
SL0070962,S00009250,10,35
SL0070963,S00009251,1,45
SL0070964,S00009251,2,20
SL0070965,S00009251,3,45
SL0070966,S00009251,4,45
SL0070967,S00009251,5,50
SL0070968,S00009251,6,30
SL0070969,S00009251,7,30
SL0070970,S00009251,8,50
SL0070971,S00009252,1,50
SL0070972,S00009252,2,20
SL0070973,S00009252,3,50
SL0070974,S00009252,4,45
SL0070975,S00009252,5,30
SL0070976,S00009252,6,35
SL0070977,S00009252,7,20
SL0070978,S00009252,8,30
SL0070979,S00009252,9,20
SL0070980,S00009252,10,45
SL0070981,S00009253,1,20
SL0070982,S00009253,2,20
SL0070983,S00009253,3,50
SL0070984,S00009253,4,50
SL0070985,S00009253,5,35
SL0070986,S00009254,1,30
SL0070987,S00009254,2,20
SL0070988,S00009254,3,35
SL0070989,S00009254,4,30
SL0070990,S00009254,5,20
SL0070991,S00009254,6,30
SL0070992,S00009254,7,45
SL0070993,S00009254,8,50
SL0070994,S00009255,1,30
SL0070995,S00009255,2,30
SL0070996,S00009255,3,30
SL0070997,S00009255,4,20
SL0070998,S00009255,5,50
SL0070999,S00009256,1,45
SL0071000,S00009256,2,50
SL0071001,S00009256,3,35
SL0071002,S00009256,4,50
SL0071003,S00009256,5,30
SL0071004,S00009256,6,50
SL0071005,S00009256,7,50
SL0071006,S00009256,8,30
SL0071007,S00009256,9,45
SL0071008,S00009256,10,50
SL0071009,S00009257,1,50
SL0071010,S00009257,2,45
SL0071011,S00009257,3,45
SL0071012,S00009257,4,50
SL0071013,S00009257,5,30
SL0071014,S00009257,6,45
SL0071015,S00009257,7,45
SL0071016,S00009257,8,45
SL0071017,S00009258,1,35
SL0071018,S00009258,2,30
SL0071019,S00009258,3,30
SL0071020,S00009258,4,30
SL0071021,S00009258,5,20
SL0071022,S00009258,6,30
SL0071023,S00009258,7,50
SL0071024,S00009258,8,30
SL0071025,S00009258,9,35
SL0071026,S00009258,10,30
SL0071027,S00009259,1,45
SL0071028,S00009259,2,50
SL0071029,S00009259,3,30
SL0071030,S00009259,4,35
SL0071031,S00009259,5,45
SL0071032,S00009260,1,30
SL0071033,S00009260,2,30
SL0071034,S00009260,3,50
SL0071035,S00009260,4,30
SL0071036,S00009260,5,30
SL0071037,S00009260,6,45
SL0071038,S00009260,7,45
SL0071039,S00009260,8,50
SL0071040,S00009261,1,30
SL0071041,S00009261,2,50
SL0071042,S00009261,3,20
SL0071043,S00009261,4,35
SL0071044,S00009261,5,30
SL0071045,S00009261,6,30
SL0071046,S00009261,7,50
SL0071047,S00009261,8,50
SL0071048,S00009261,9,35
SL0071049,S00009261,10,45
SL0071050,S00009262,1,50
SL0071051,S00009262,2,50
SL0071052,S00009262,3,50
SL0071053,S00009262,4,30
SL0071054,S00009262,5,20
SL0071055,S00009263,1,30
SL0071056,S00009263,2,50
SL0071057,S00009263,3,20
SL0071058,S00009263,4,35
SL0071059,S00009263,5,20
SL0071060,S00009263,6,35
SL0071061,S00009263,7,50
SL0071062,S00009263,8,45
SL0071063,S00009264,1,35
SL0071064,S00009264,2,35
SL0071065,S00009264,3,30
SL0071066,S00009264,4,30
SL0071067,S00009264,5,30
SL0071068,S00009264,6,50
SL0071069,S00009264,7,35
SL0071070,S00009264,8,50
SL0071071,S00009264,9,20
SL0071072,S00009264,10,35
SL0071073,S00009265,1,35
SL0071074,S00009265,2,20
SL0071075,S00009265,3,45
SL0071076,S00009265,4,45
SL0071077,S00009265,5,20
SL0071078,S00009265,6,50
SL0071079,S00009265,7,20
